class,credit_amount,log_credit_amount,checking_status,duration,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,age_bin,duration_bin,is_rent
1,3017.0,8.012349639327795,0<=X<200,12,existing paid,furniture/equipment,<100,<1,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes,26-35,<=12,1
1,754.0,6.626717749249025,0<=X<200,12,existing paid,retraining,no known savings,>=7,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,yes,36-45,<=12,0
1,1950.0,7.576097340623111,no checking,18,existing paid,business,<100,4<=X<7,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,yes,26-35,13-24,0
1,2924.0,7.981049759665957,<0,24,existing paid,used car,<100,1<=X<4,3,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes,60+,13-24,0
2,1659.0,7.414572881350589,<0,24,delayed previously,radio/tv,<100,<1,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,yes,26-35,13-24,1
1,7238.0,8.88723835429314,no checking,48,delayed previously,radio/tv,no known savings,>=7,3,male single,none,3,car,32,bank,own,2,skilled,2,none,yes,26-35,37-60,0
1,2764.0,7.9247959139564355,no checking,33,delayed previously,business,<100,1<=X<4,2,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,yes,yes,26-35,25-36,0
1,4679.0,8.451053388911692,no checking,24,delayed previously,used car,<100,4<=X<7,3,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,yes,26-35,13-24,0
2,3092.0,8.03689677268507,0<=X<200,24,existing paid,radio/tv,100<=X<500,<1,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,yes,18-25,13-24,1
2,448.0,6.1070228877422545,<0,6,existing paid,education,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,654.0,6.484635235635252,<0,9,existing paid,new car,<100,1<=X<4,4,male single,none,3,car,28,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,1238.0,7.122059881629142,no checking,6,existing paid,retraining,no known savings,unemployed,4,male single,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes,36-45,<=12,0
2,1245.0,7.1276936993473985,0<=X<200,18,critical/other existing credit,radio/tv,<100,1<=X<4,4,male mar/wid,none,2,car,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,3114.0,8.043984431221553,<0,18,no credits/all paid,furniture/equipment,<100,<1,1,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,26-35,13-24,1
1,2569.0,7.851661177889265,no checking,39,existing paid,used car,500<=X<1000,1<=X<4,4,male single,none,4,car,24,none,own,1,skilled,1,none,yes,18-25,37-60,0
1,5152.0,8.547334348328224,>=200,24,existing paid,radio/tv,<100,4<=X<7,4,male single,none,2,car,25,bank,own,1,skilled,1,none,yes,18-25,13-24,0
1,1037.0,6.945051063725834,0<=X<200,12,existing paid,business,100<=X<500,4<=X<7,3,male single,none,4,real estate,39,none,own,1,unskilled resident,1,none,yes,36-45,<=12,0
1,1478.0,7.2991214627108,<0,15,critical/other existing credit,furniture/equipment,<100,>=7,4,male single,none,4,car,44,none,own,2,skilled,2,yes,yes,36-45,13-24,0
1,3573.0,8.181440695719374,0<=X<200,12,critical/other existing credit,radio/tv,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,23,none,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,1201.0,7.091742115095153,0<=X<200,24,existing paid,new car,<100,<1,4,male single,none,1,life insurance,26,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,3622.0,8.195057690895077,<0,30,existing paid,furniture/equipment,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes,46-60,25-36,1
1,960.0,6.8679744089702925,no checking,15,delayed previously,furniture/equipment,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes,26-35,13-24,0
1,1163.0,7.059617628291383,no checking,12,critical/other existing credit,new car,500<=X<1000,1<=X<4,4,male single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,36-45,<=12,0
2,1209.0,7.098375638590786,0<=X<200,6,delayed previously,new car,<100,unemployed,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes,46-60,<=12,0
1,3077.0,8.032035314398824,no checking,12,existing paid,radio/tv,<100,1<=X<4,2,male single,none,4,car,52,none,own,1,skilled,1,yes,yes,46-60,<=12,0
1,3757.0,8.231642179973411,no checking,24,existing paid,new car,<100,>=7,4,female div/dep/mar,co applicant,4,no known property,62,none,for free,1,skilled,1,yes,yes,60+,13-24,0
1,1418.0,7.257707677160043,no checking,10,existing paid,new car,100<=X<500,1<=X<4,3,male single,none,2,real estate,35,none,rent,1,unskilled resident,1,none,no,26-35,<=12,1
1,3518.0,8.165932137321585,no checking,6,existing paid,new car,<100,1<=X<4,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes,26-35,<=12,1
1,1934.0,7.5678626054638825,no checking,12,critical/other existing credit,radio/tv,<100,>=7,2,male single,none,2,no known property,26,none,own,2,skilled,1,none,yes,26-35,<=12,0
2,8318.0,9.026297334283887,0<=X<200,27,no credits/all paid,business,<100,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,36-45,25-36,0
1,1237.0,7.121252453244542,no checking,6,critical/other existing credit,radio/tv,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,368.0,5.910796644040527,0<=X<200,6,existing paid,radio/tv,no known savings,>=7,4,male single,none,4,life insurance,38,none,own,1,skilled,1,none,yes,36-45,<=12,0
1,2122.0,7.660585461703256,<0,12,critical/other existing credit,new car,<100,1<=X<4,3,male single,none,2,real estate,39,none,rent,2,unskilled resident,2,none,no,36-45,<=12,1
2,2996.0,8.005367067316664,<0,24,existing paid,furniture/equipment,no known savings,1<=X<4,2,male mar/wid,none,4,car,20,none,own,1,skilled,1,none,yes,18-25,13-24,0
2,9034.0,9.10886120302633,0<=X<200,36,existing paid,furniture/equipment,100<=X<500,<1,4,male single,co applicant,1,no known property,29,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,1
1,1585.0,7.368970402194793,no checking,24,critical/other existing credit,furniture/equipment,<100,4<=X<7,4,male single,none,3,life insurance,40,none,own,2,skilled,1,none,yes,36-45,13-24,0
1,1301.0,7.171656822768514,0<=X<200,18,existing paid,radio/tv,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,none,own,1,unskilled resident,1,none,yes,26-35,13-24,0
1,1323.0,7.188412736496954,>=200,6,critical/other existing credit,new car,100<=X<500,>=7,2,male div/sep,none,4,car,28,none,own,2,skilled,2,yes,yes,26-35,<=12,0
2,3123.0,8.046869510959576,<0,24,existing paid,new car,<100,<1,4,female div/dep/mar,none,1,life insurance,27,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,5493.0,8.611411866655219,<0,36,existing paid,used car,<100,>=7,2,male single,none,4,no known property,42,none,for free,1,skilled,2,none,yes,36-45,25-36,0
1,1126.0,7.027314514039777,>=200,9,existing paid,radio/tv,100<=X<500,>=7,2,male div/sep,none,4,real estate,49,none,own,1,skilled,1,none,yes,46-60,<=12,0
2,1216.0,7.104144092987527,0<=X<200,24,critical/other existing credit,radio/tv,100<=X<500,<1,4,male single,none,4,no known property,38,bank,own,2,skilled,2,none,yes,36-45,13-24,0
2,1207.0,7.0967213784947605,<0,24,existing paid,new car,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,18-25,13-24,1
2,1309.0,7.177782416195197,no checking,10,existing paid,new car,no known savings,1<=X<4,4,male single,guarantor,4,life insurance,27,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,2360.0,7.766840537085513,>=200,15,critical/other existing credit,used car,500<=X<1000,1<=X<4,2,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,36-45,13-24,0
2,6850.0,8.832149906002899,0<=X<200,15,all paid,new car,100<=X<500,unemployed,1,male single,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,2,yes,yes,26-35,13-24,0
1,1413.0,7.254177846456518,no checking,24,existing paid,radio/tv,<100,1<=X<4,4,male mar/wid,none,2,life insurance,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,8588.0,9.058237593766226,no checking,39,existing paid,used car,100<=X<500,>=7,4,male single,none,2,car,45,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,37-60,0
2,759.0,6.633318433280377,<0,12,existing paid,new car,<100,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,4686.0,8.452547997922705,no checking,36,existing paid,used car,<100,1<=X<4,2,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,2687.0,7.89655270164304,>=200,15,existing paid,business,<100,4<=X<7,2,male single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes,26-35,13-24,1
1,585.0,6.373319789577012,0<=X<200,12,delayed previously,radio/tv,<100,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,none,rent,2,skilled,1,none,yes,18-25,<=12,1
1,2255.0,7.721348612617949,no checking,24,existing paid,new car,no known savings,<1,4,male single,none,1,life insurance,54,none,own,1,skilled,1,none,yes,46-60,13-24,0
1,609.0,6.413458957167357,<0,6,critical/other existing credit,new car,<100,4<=X<7,4,female div/dep/mar,none,3,life insurance,37,none,own,2,skilled,1,none,no,36-45,<=12,0
1,1361.0,7.216709486709457,<0,6,critical/other existing credit,new car,<100,<1,2,male single,none,4,real estate,40,none,own,1,unskilled resident,2,none,no,36-45,<=12,0
2,7127.0,8.871785969150645,no checking,36,critical/other existing credit,furniture/equipment,<100,<1,2,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes,18-25,25-36,1
1,1203.0,7.093404625868766,<0,6,existing paid,new car,100<=X<500,>=7,3,male single,none,2,life insurance,43,none,own,1,skilled,1,yes,yes,36-45,<=12,0
1,700.0,6.55250788703459,no checking,6,critical/other existing credit,radio/tv,no known savings,>=7,4,male single,none,4,no known property,36,none,for free,2,skilled,1,none,yes,36-45,<=12,0
1,5507.0,8.613956859848546,no checking,24,critical/other existing credit,repairs,<100,>=7,3,male single,none,4,no known property,44,none,for free,2,skilled,1,none,yes,36-45,13-24,0
2,3190.0,8.068089626278244,<0,18,existing paid,radio/tv,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,none,yes,18-25,13-24,0
2,7119.0,8.87066300440602,<0,48,no credits/all paid,furniture/equipment,<100,1<=X<4,3,male single,none,4,no known property,53,none,for free,2,skilled,2,none,yes,46-60,37-60,0
1,3488.0,8.157370441186774,no checking,24,existing paid,used car,100<=X<500,4<=X<7,3,female div/dep/mar,none,4,car,23,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,1113.0,7.01571242048723,0<=X<200,18,existing paid,radio/tv,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,none,own,1,unskilled resident,2,none,yes,26-35,13-24,0
1,7966.0,8.983063289380366,0<=X<200,26,existing paid,used car,<100,<1,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,26-35,25-36,0
1,1532.0,7.334981878871814,no checking,15,critical/other existing credit,education,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,car,31,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1503.0,7.315883504509785,no checking,4,critical/other existing credit,radio/tv,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,2,unskilled resident,2,none,yes,36-45,<=12,0
2,2302.0,7.741967899820685,<0,36,existing paid,radio/tv,<100,1<=X<4,4,male div/sep,none,4,car,31,none,rent,1,skilled,1,none,yes,26-35,25-36,1
1,662.0,6.4967749901858625,<0,6,existing paid,new car,<100,<1,3,male single,none,4,real estate,41,none,own,1,unskilled resident,2,yes,yes,36-45,<=12,0
1,2273.0,7.729295674310482,0<=X<200,36,existing paid,education,<100,4<=X<7,3,male single,none,1,car,32,none,own,2,skilled,2,none,yes,26-35,25-36,0
2,2631.0,7.875499292445208,0<=X<200,15,existing paid,new car,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,2,skilled,1,yes,yes,26-35,13-24,1
1,1503.0,7.315883504509785,no checking,12,delayed previously,used car,<100,1<=X<4,4,male mar/wid,none,4,real estate,41,none,rent,1,skilled,1,none,yes,36-45,<=12,1
1,1311.0,7.179307969504034,no checking,24,existing paid,radio/tv,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,3105.0,8.041091003708633,no checking,24,existing paid,radio/tv,no known savings,<1,4,male single,none,2,car,25,none,own,2,skilled,1,none,yes,18-25,13-24,0
2,2319.0,7.749322464660356,>=200,21,critical/other existing credit,education,<100,<1,2,male div/sep,none,1,car,33,none,rent,1,skilled,1,none,yes,26-35,13-24,1
1,1374.0,7.226209010100671,<0,6,existing paid,new car,no known savings,unemployed,4,female div/dep/mar,none,3,life insurance,75,none,own,1,high qualif/self emp/mgmt,1,yes,yes,60+,<=12,0
1,3612.0,8.19229373114764,0<=X<200,18,critical/other existing credit,furniture/equipment,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,36-45,13-24,0
2,7763.0,8.957252944288902,<0,48,existing paid,new car,<100,>=7,4,male single,none,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,36-45,37-60,0
1,3049.0,8.022896869601457,>=200,18,existing paid,furniture/equipment,<100,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,36-45,13-24,0
2,1534.0,7.336285660021297,0<=X<200,12,existing paid,radio/tv,<100,<1,1,male mar/wid,none,1,real estate,23,none,rent,1,skilled,1,none,yes,18-25,<=12,1
1,2032.0,7.617267813628347,no checking,24,delayed previously,new car,<100,>=7,4,male single,none,4,no known property,60,none,for free,2,skilled,1,yes,yes,46-60,13-24,0
2,6350.0,8.756367559802975,<0,30,existing paid,furniture/equipment,no known savings,>=7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,26-35,25-36,0
2,2864.0,7.9603236291488395,>=200,18,existing paid,furniture/equipment,<100,1<=X<4,2,male single,none,1,real estate,34,none,own,1,unskilled resident,2,none,yes,26-35,13-24,0
1,1255.0,7.135687347028144,no checking,12,critical/other existing credit,new car,<100,>=7,4,male single,none,4,real estate,61,none,own,2,unskilled resident,1,none,yes,60+,<=12,0
2,1333.0,7.195937226475569,<0,24,delayed previously,new car,<100,unemployed,4,male single,none,2,real estate,43,none,for free,2,skilled,2,none,yes,36-45,13-24,0
1,2022.0,7.612336837167746,no checking,24,critical/other existing credit,new car,<100,1<=X<4,4,female div/dep/mar,none,4,car,37,none,own,1,skilled,1,yes,yes,36-45,13-24,0
1,1552.0,7.347943823148687,no checking,24,existing paid,radio/tv,<100,4<=X<7,3,male single,none,1,car,32,bank,own,1,skilled,2,none,yes,26-35,13-24,0
2,626.0,6.440946540632921,<0,12,all paid,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,bank,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,8858.0,9.089189170412032,no checking,48,critical/other existing credit,used car,no known savings,4<=X<7,2,male single,none,1,no known property,35,none,for free,2,skilled,1,yes,yes,26-35,37-60,0
1,996.0,6.904750769961838,no checking,12,critical/other existing credit,repairs,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,own,2,skilled,1,none,yes,18-25,<=12,0
1,1750.0,7.467942332285852,no checking,6,all paid,radio/tv,500<=X<1000,>=7,2,male single,none,4,life insurance,45,bank,own,1,unskilled resident,2,none,yes,36-45,<=12,0
2,6999.0,8.85366542803745,<0,48,existing paid,radio/tv,<100,4<=X<7,1,male mar/wid,guarantor,1,real estate,34,none,own,2,skilled,1,yes,yes,26-35,37-60,0
1,1995.0,7.59890045687141,0<=X<200,12,critical/other existing credit,new car,100<=X<500,<1,4,male single,none,1,car,27,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,1199.0,7.090076835776092,0<=X<200,9,existing paid,education,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,67,none,own,2,high qualif/self emp/mgmt,1,yes,yes,60+,<=12,0
2,1331.0,7.194436851100335,0<=X<200,12,existing paid,radio/tv,<100,<1,2,male single,none,1,car,22,stores,own,1,skilled,1,none,yes,18-25,<=12,0
2,2278.0,7.731492029245684,0<=X<200,18,no credits/all paid,new car,100<=X<500,<1,3,female div/dep/mar,none,3,car,28,none,own,2,skilled,1,none,yes,26-35,13-24,0
2,5003.0,8.517992871586802,no checking,21,no credits/all paid,new car,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,29,bank,own,2,skilled,1,yes,yes,26-35,13-24,0
2,3552.0,8.175547596021026,<0,24,all paid,furniture/equipment,<100,4<=X<7,3,male single,none,4,car,27,bank,own,1,skilled,1,none,yes,26-35,13-24,0
2,1928.0,7.564757012905729,0<=X<200,18,critical/other existing credit,furniture/equipment,<100,<1,2,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,26-35,13-24,0
1,2964.0,7.994632311431825,<0,24,existing paid,used car,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,46-60,13-24,0
2,1546.0,7.344072850573066,<0,24,all paid,radio/tv,<100,4<=X<7,4,male single,guarantor,4,car,24,bank,rent,1,unskilled resident,1,none,yes,18-25,13-24,1
1,683.0,6.52795791762255,>=200,6,delayed previously,radio/tv,<100,<1,2,female div/dep/mar,none,1,life insurance,29,bank,own,1,skilled,1,none,yes,26-35,<=12,0
2,12389.0,9.424644974623188,0<=X<200,36,existing paid,new car,no known savings,1<=X<4,1,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,36-45,25-36,0
1,4712.0,8.45807992692373,0<=X<200,24,delayed previously,business,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,1553.0,7.348587530927593,0<=X<200,24,delayed previously,radio/tv,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,none,rent,2,skilled,1,yes,yes,18-25,13-24,1
2,1372.0,7.224753405767971,<0,12,existing paid,new car,<100,4<=X<7,2,male div/sep,none,3,car,36,none,own,1,skilled,1,none,yes,36-45,<=12,0
1,2578.0,7.8551570058813445,no checking,24,critical/other existing credit,radio/tv,>=1000,>=7,2,male single,none,2,car,34,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,3979.0,8.289037098278483,0<=X<200,48,existing paid,radio/tv,no known savings,4<=X<7,4,male single,none,1,car,41,none,own,2,skilled,2,yes,yes,36-45,37-60,0
2,6758.0,8.818630229100354,<0,48,existing paid,radio/tv,<100,1<=X<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,26-35,37-60,0
2,3234.0,8.081784206935001,<0,24,existing paid,furniture/equipment,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,18-25,13-24,1
1,5954.0,8.691986481789401,no checking,30,critical/other existing credit,radio/tv,<100,4<=X<7,3,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,36-45,25-36,0
1,5433.0,8.600430789986293,no checking,24,existing paid,used car,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,1
1,806.0,6.693323668269949,<0,15,existing paid,business,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,18-25,13-24,0
1,1082.0,6.9874902470009905,0<=X<200,9,existing paid,radio/tv,<100,>=7,4,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,26-35,<=12,0
1,2788.0,7.933438387627489,no checking,15,critical/other existing credit,furniture/equipment,<100,4<=X<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,18-25,13-24,0
1,2930.0,7.983098940710892,0<=X<200,12,existing paid,radio/tv,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,1927.0,7.564238475170491,no checking,24,critical/other existing credit,education,no known savings,1<=X<4,3,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,26-35,13-24,0
2,2820.0,7.944846711001996,0<=X<200,36,critical/other existing credit,new car,<100,<1,4,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,26-35,25-36,0
1,937.0,6.843749949006225,no checking,24,existing paid,retraining,<100,<1,4,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,26-35,13-24,0
2,1056.0,6.963189985870238,0<=X<200,18,critical/other existing credit,new car,<100,>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,26-35,13-24,0
1,3124.0,8.047189562170502,0<=X<200,12,critical/other existing credit,new car,<100,<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,46-60,<=12,0
1,1388.0,7.236339342754344,no checking,9,existing paid,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,26-35,<=12,1
2,2384.0,7.776954403322442,0<=X<200,36,existing paid,repairs,<100,<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,26-35,25-36,1
1,2133.0,7.665753431861699,no checking,12,existing paid,new car,no known savings,>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,46-60,<=12,0
2,2039.0,7.620705086838262,<0,18,existing paid,furniture/equipment,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,18-25,13-24,1
1,2799.0,7.937374696163295,<0,9,critical/other existing credit,new car,<100,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,36-45,<=12,1
1,1289.0,7.162397497355718,<0,12,existing paid,furniture/equipment,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,18-25,<=12,0
2,1217.0,7.1049654482698426,<0,18,existing paid,domestic appliance,<100,1<=X<4,4,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,46-60,13-24,0
2,2246.0,7.717351272185329,<0,12,critical/other existing credit,furniture/equipment,<100,>=7,3,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,46-60,<=12,0
1,385.0,5.955837369464831,<0,12,critical/other existing credit,radio/tv,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,46-60,<=12,0
1,1965.0,7.583756300707112,0<=X<200,24,delayed previously,new car,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,36-45,13-24,1
1,1572.0,7.360739903058278,no checking,21,existing paid,business,>=1000,>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,36-45,13-24,0
2,2718.0,7.908019444632471,0<=X<200,24,existing paid,new car,<100,1<=X<4,3,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,18-25,13-24,1
2,1358.0,7.214504414151143,<0,24,all paid,other,no known savings,>=7,4,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
2,931.0,6.837332814685591,0<=X<200,6,all paid,new car,100<=X<500,<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,26-35,<=12,0
2,1442.0,7.274479558773871,<0,24,existing paid,new car,<100,4<=X<7,4,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,18-25,13-24,1
2,4241.0,8.352790135124629,0<=X<200,24,no credits/all paid,business,<100,1<=X<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,36-45,13-24,0
2,2775.0,7.9287663216266955,no checking,18,critical/other existing credit,new car,<100,4<=X<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,26-35,13-24,0
1,3863.0,8.259458195332408,no checking,24,delayed previously,business,<100,1<=X<4,1,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,26-35,13-24,0
1,2329.0,7.753623546559746,0<=X<200,7,existing paid,radio/tv,<100,<1,1,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,36-45,<=12,0
2,918.0,6.823286122355687,0<=X<200,9,existing paid,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,26-35,<=12,0
2,1837.0,7.516433302915632,0<=X<200,24,all paid,education,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,26-35,13-24,0
2,3349.0,8.116715624819111,no checking,36,existing paid,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,1275.0,7.151485463904735,>=200,10,existing paid,furniture/equipment,<100,<1,4,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,18-25,<=12,0
1,2828.0,7.947678571301568,<0,24,all paid,furniture/equipment,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,18-25,13-24,0
1,4526.0,8.417814747435958,no checking,24,critical/other existing credit,business,<100,1<=X<4,3,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,60+,13-24,0
2,2671.0,7.890582534656536,0<=X<200,36,existing paid,radio/tv,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,46-60,25-36,0
1,2051.0,7.62657020629066,no checking,18,existing paid,radio/tv,<100,<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1300.0,7.170888478512505,no checking,15,existing paid,used car,no known savings,>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,36-45,13-24,0
2,741.0,6.60934924316738,<0,12,existing paid,domestic appliance,100<=X<500,unemployed,4,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,1240.0,7.123672785204607,>=200,10,existing paid,new car,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,46-60,<=12,0
1,3357.0,8.119100837637486,<0,21,existing paid,radio/tv,>=1000,<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,26-35,13-24,0
1,3632.0,8.197814032221203,<0,24,all paid,used car,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,18-25,13-24,1
2,1808.0,7.500529485395295,no checking,18,delayed previously,furniture/equipment,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,12204.0,9.40960098282706,0<=X<200,48,no credits/all paid,business,no known savings,1<=X<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,46-60,37-60,0
1,9157.0,9.12238309321704,0<=X<200,60,delayed previously,radio/tv,no known savings,1<=X<4,2,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,26-35,37-60,0
