class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
1,0<=X<200,12,existing paid,business,841.0,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,70.08333333333333,18-25,<=12,1,36.56521739130435
1,no checking,30,critical/other existing credit,radio/tv,5771.0,<100,4<=X<7,4,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,192.36666666666667,18-25,25-36,0,230.84
2,no checking,12,delayed previously,repairs,1555.0,>=1000,>=7,4,male single,none,4,no known property,55,none,for free,2,skilled,2,none,yes,129.58333333333334,46-60,<=12,0,28.272727272727273
2,<0,24,existing paid,new car,1285.0,no known savings,4<=X<7,4,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes,53.541666666666664,26-35,13-24,1,40.15625
1,>=200,6,critical/other existing credit,new car,1299.0,<100,1<=X<4,1,male single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no,216.5,60+,<=12,0,17.554054054054053
2,>=200,15,critical/other existing credit,radio/tv,1271.0,no known savings,1<=X<4,3,male single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,84.73333333333333,36-45,13-24,0,32.58974358974359
1,no checking,24,existing paid,new car,1393.0,<100,1<=X<4,2,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,58.041666666666664,26-35,13-24,0,44.935483870967744
2,<0,12,critical/other existing credit,new car,691.0,<100,>=7,4,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,57.583333333333336,26-35,<=12,0,19.742857142857144
1,no checking,15,critical/other existing credit,new car,5045.0,no known savings,>=7,1,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,336.3333333333333,46-60,13-24,0,85.50847457627118
2,<0,18,critical/other existing credit,furniture/equipment,2124.0,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes,118.0,18-25,13-24,1,88.5
1,<0,12,existing paid,radio/tv,2214.0,<100,1<=X<4,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,184.5,18-25,<=12,0,92.25
2,no checking,21,critical/other existing credit,new car,12680.0,no known savings,>=7,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,603.8095238095239,26-35,13-24,0,422.6666666666667
1,no checking,24,critical/other existing credit,new car,2463.0,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,102.625,26-35,13-24,0,91.22222222222223
1,0<=X<200,12,existing paid,radio/tv,1155.0,<100,>=7,3,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,96.25,36-45,<=12,0,28.875
2,<0,30,existing paid,furniture/equipment,3108.0,<100,<1,2,male div/sep,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes,103.6,26-35,25-36,0,100.25806451612904
1,no checking,10,existing paid,used car,2901.0,no known savings,<1,1,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes,290.1,26-35,<=12,1,93.58064516129032
1,0<=X<200,12,critical/other existing credit,furniture/equipment,3617.0,<100,>=7,1,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes,301.4166666666667,26-35,<=12,1,129.17857142857142
1,no checking,12,critical/other existing credit,radio/tv,1655.0,<100,>=7,2,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,137.91666666666666,60+,<=12,0,26.26984126984127
1,<0,24,existing paid,used car,2812.0,no known savings,>=7,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes,117.16666666666667,26-35,13-24,1,108.15384615384616
2,<0,36,critical/other existing credit,education,8065.0,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,224.02777777777777,18-25,25-36,0,322.6
1,no checking,21,critical/other existing credit,used car,3275.0,<100,>=7,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,155.95238095238096,36-45,13-24,0,90.97222222222223
1,no checking,24,critical/other existing credit,radio/tv,2223.0,100<=X<500,>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,92.625,46-60,13-24,0,42.75
1,>=200,12,critical/other existing credit,new car,1480.0,500<=X<1000,unemployed,2,male single,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,none,yes,123.33333333333333,60+,<=12,0,22.424242424242426
2,<0,24,existing paid,new car,1371.0,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes,57.125,18-25,13-24,1,54.84
1,no checking,36,critical/other existing credit,new car,3535.0,<100,4<=X<7,4,male single,none,4,car,37,none,own,2,skilled,1,yes,yes,98.19444444444444,36-45,25-36,0,95.54054054054055
1,<0,18,existing paid,radio/tv,3509.0,<100,4<=X<7,4,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,194.94444444444446,18-25,13-24,0,140.36
1,no checking,36,critical/other existing credit,used car,5711.0,>=1000,>=7,4,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes,158.63888888888889,36-45,25-36,0,150.28947368421052
1,0<=X<200,18,existing paid,repairs,3872.0,<100,unemployed,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,215.11111111111111,60+,13-24,0,57.791044776119406
2,0<=X<200,39,critical/other existing credit,radio/tv,4933.0,<100,4<=X<7,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,126.48717948717949,18-25,37-60,0,197.32
1,no checking,24,critical/other existing credit,new car,1940.0,>=1000,>=7,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,80.83333333333333,46-60,13-24,0,32.333333333333336
1,0<=X<200,12,no credits/all paid,retraining,1410.0,<100,1<=X<4,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,117.5,26-35,<=12,0,45.483870967741936
2,0<=X<200,12,existing paid,new car,836.0,100<=X<500,<1,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes,69.66666666666667,18-25,<=12,0,36.34782608695652
1,0<=X<200,20,existing paid,used car,6468.0,no known savings,unemployed,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes,323.4,46-60,13-24,0,107.8
1,0<=X<200,18,existing paid,business,1941.0,>=1000,1<=X<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,107.83333333333333,26-35,13-24,0,55.457142857142856
1,no checking,22,existing paid,radio/tv,2675.0,500<=X<1000,>=7,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,121.5909090909091,36-45,13-24,0,66.875
1,no checking,48,critical/other existing credit,used car,2751.0,no known savings,>=7,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,57.3125,36-45,37-60,0,72.39473684210526
2,0<=X<200,48,delayed previously,education,6224.0,<100,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,129.66666666666666,46-60,37-60,0,124.48
2,<0,40,critical/other existing credit,education,5998.0,<100,1<=X<4,4,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,149.95,26-35,37-60,0,222.14814814814815
2,0<=X<200,21,existing paid,business,1188.0,<100,>=7,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,56.57142857142857,36-45,13-24,0,30.46153846153846
1,no checking,24,existing paid,used car,6313.0,no known savings,>=7,3,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,263.0416666666667,36-45,13-24,0,153.97560975609755
1,no checking,6,critical/other existing credit,furniture/equipment,1221.0,no known savings,1<=X<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,203.5,26-35,<=12,0,45.22222222222222
1,>=200,24,existing paid,furniture/equipment,2892.0,<100,>=7,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes,120.5,46-60,13-24,0,56.705882352941174
1,no checking,24,existing paid,furniture/equipment,3062.0,500<=X<1000,>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,127.58333333333333,26-35,13-24,1,95.6875
1,no checking,9,existing paid,furniture/equipment,2301.0,100<=X<500,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,255.66666666666666,18-25,<=12,1,104.5909090909091
2,<0,18,existing paid,used car,7511.0,no known savings,>=7,1,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,417.27777777777777,46-60,13-24,0,147.27450980392157
1,no checking,12,critical/other existing credit,furniture/equipment,1258.0,<100,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,104.83333333333333,18-25,<=12,1,57.18181818181818
1,no checking,24,delayed previously,new car,717.0,no known savings,>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,29.875,46-60,13-24,0,13.277777777777779
1,0<=X<200,9,existing paid,new car,1549.0,no known savings,<1,4,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes,172.11111111111111,26-35,<=12,0,44.25714285714286
1,no checking,24,critical/other existing credit,education,1597.0,<100,>=7,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,66.54166666666667,46-60,13-24,0,29.574074074074073
1,0<=X<200,18,critical/other existing credit,radio/tv,1795.0,<100,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,99.72222222222223,46-60,13-24,1,37.395833333333336
1,<0,20,critical/other existing credit,furniture/equipment,4272.0,<100,>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,213.6,18-25,13-24,0,178.0
1,no checking,12,critical/other existing credit,radio/tv,976.0,no known savings,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,81.33333333333333,26-35,<=12,0,27.885714285714286
1,0<=X<200,12,existing paid,new car,7472.0,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes,622.6666666666666,18-25,<=12,1,311.3333333333333
2,<0,36,existing paid,new car,9271.0,<100,4<=X<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,257.52777777777777,18-25,25-36,0,386.2916666666667
1,0<=X<200,6,existing paid,radio/tv,590.0,<100,<1,3,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,98.33333333333333,26-35,<=12,0,22.692307692307693
1,no checking,12,critical/other existing credit,radio/tv,930.0,no known savings,>=7,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,77.5,60+,<=12,0,14.307692307692308
1,0<=X<200,42,all paid,used car,9283.0,<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,221.02380952380952,46-60,37-60,0,168.78181818181818
2,0<=X<200,15,no credits/all paid,new car,1778.0,<100,<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes,118.53333333333333,26-35,13-24,1,68.38461538461539
1,0<=X<200,8,existing paid,business,907.0,<100,<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,113.375,26-35,<=12,0,34.88461538461539
1,0<=X<200,6,existing paid,radio/tv,484.0,<100,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,80.66666666666667,26-35,<=12,0,17.285714285714285
2,<0,36,critical/other existing credit,used car,9629.0,<100,4<=X<7,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,267.47222222222223,18-25,25-36,0,401.2083333333333
2,<0,48,existing paid,domestic appliance,3051.0,<100,1<=X<4,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,63.5625,46-60,37-60,0,56.5
2,<0,48,existing paid,new car,3931.0,<100,4<=X<7,4,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes,81.89583333333333,46-60,37-60,0,85.45652173913044
1,0<=X<200,36,delayed previously,new car,7432.0,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,206.44444444444446,46-60,25-36,1,137.62962962962962
1,no checking,6,existing paid,domestic appliance,1338.0,500<=X<1000,1<=X<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes,223.0,60+,<=12,0,21.580645161290324
1,no checking,6,critical/other existing credit,radio/tv,1554.0,<100,4<=X<7,1,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,259.0,18-25,<=12,1,64.75
1,<0,36,existing paid,other,15857.0,<100,unemployed,2,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,440.47222222222223,36-45,25-36,0,368.7674418604651
2,<0,18,existing paid,radio/tv,1345.0,<100,1<=X<4,4,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,74.72222222222223,26-35,13-24,0,51.73076923076923
1,no checking,12,existing paid,new car,1101.0,<100,1<=X<4,3,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,91.75,26-35,<=12,0,40.77777777777778
1,>=200,12,existing paid,radio/tv,3016.0,<100,1<=X<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,251.33333333333334,18-25,<=12,0,125.66666666666667
2,<0,36,existing paid,furniture/equipment,2712.0,<100,>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,75.33333333333333,36-45,25-36,0,66.14634146341463
1,<0,8,critical/other existing credit,new car,731.0,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,91.375,46-60,<=12,0,15.553191489361701
1,no checking,18,critical/other existing credit,furniture/equipment,3780.0,<100,<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,210.0,26-35,13-24,0,108.0
1,<0,21,critical/other existing credit,new car,1602.0,<100,>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,76.28571428571429,26-35,13-24,0,53.4
2,<0,18,critical/other existing credit,new car,3966.0,<100,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,220.33333333333334,26-35,13-24,1,120.18181818181819
2,no checking,18,no credits/all paid,business,4165.0,<100,1<=X<4,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,231.38888888888889,36-45,13-24,0,115.69444444444444
2,<0,36,existing paid,used car,8335.0,no known savings,>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes,231.52777777777777,46-60,25-36,0,177.3404255319149
1,0<=X<200,48,delayed previously,business,6681.0,no known savings,1<=X<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,139.1875,36-45,37-60,0,175.81578947368422
1,no checking,24,delayed previously,business,2375.0,500<=X<1000,1<=X<4,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,98.95833333333333,36-45,13-24,0,53.97727272727273
2,<0,18,existing paid,new car,1216.0,<100,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,67.55555555555556,18-25,13-24,1,52.869565217391305
2,<0,45,no credits/all paid,business,11816.0,<100,>=7,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,262.5777777777778,26-35,37-60,1,407.44827586206895
1,0<=X<200,24,existing paid,radio/tv,5084.0,no known savings,>=7,2,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,211.83333333333334,36-45,13-24,0,121.04761904761905
2,>=200,15,existing paid,radio/tv,2327.0,<100,<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,155.13333333333333,18-25,13-24,0,93.08
2,<0,12,no credits/all paid,new car,1082.0,<100,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,90.16666666666667,46-60,<=12,0,22.541666666666668
1,no checking,12,existing paid,radio/tv,886.0,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,73.83333333333333,18-25,<=12,0,42.19047619047619
1,no checking,4,existing paid,furniture/equipment,601.0,<100,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,150.25,18-25,<=12,1,26.130434782608695
1,<0,24,critical/other existing credit,used car,2957.0,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,123.20833333333333,60+,13-24,0,46.93650793650794
1,no checking,24,critical/other existing credit,radio/tv,2611.0,<100,>=7,4,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,108.79166666666667,46-60,13-24,0,56.76086956521739
2,<0,36,existing paid,furniture/equipment,5179.0,<100,4<=X<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,143.86111111111111,26-35,25-36,0,178.58620689655172
1,no checking,21,delayed previously,used car,2993.0,<100,1<=X<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,142.52380952380952,26-35,13-24,0,106.89285714285714
2,no checking,18,existing paid,repairs,1943.0,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,107.94444444444444,18-25,13-24,0,84.47826086956522
1,no checking,24,all paid,business,1559.0,<100,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,64.95833333333333,46-60,13-24,0,31.18
1,no checking,18,existing paid,furniture/equipment,3422.0,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,190.11111111111111,46-60,13-24,0,72.80851063829788
1,0<=X<200,21,existing paid,furniture/equipment,3976.0,no known savings,4<=X<7,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,189.33333333333334,26-35,13-24,0,113.6
2,no checking,18,existing paid,new car,6761.0,no known savings,1<=X<4,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,375.6111111111111,60+,13-24,1,99.42647058823529
1,no checking,24,existing paid,new car,1249.0,<100,<1,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,52.041666666666664,26-35,13-24,0,44.607142857142854
1,<0,9,existing paid,radio/tv,1364.0,<100,4<=X<7,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,151.55555555555554,46-60,<=12,0,23.11864406779661
2,<0,12,existing paid,radio/tv,709.0,<100,>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,59.083333333333336,46-60,<=12,0,12.43859649122807
2,<0,20,critical/other existing credit,new car,2235.0,<100,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,111.75,26-35,13-24,1,67.72727272727273
1,no checking,24,critical/other existing credit,used car,4042.0,no known savings,4<=X<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,168.41666666666666,36-45,13-24,0,94.0
1,no checking,15,critical/other existing credit,radio/tv,1471.0,<100,1<=X<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,98.06666666666666,26-35,13-24,0,42.02857142857143
2,<0,18,all paid,new car,1442.0,<100,4<=X<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes,80.11111111111111,26-35,13-24,0,45.0625
1,no checking,36,delayed previously,new car,10875.0,<100,>=7,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,302.0833333333333,36-45,25-36,0,241.66666666666666
1,no checking,24,existing paid,new car,1474.0,100<=X<500,<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,61.416666666666664,26-35,13-24,0,44.666666666666664
1,no checking,10,existing paid,retraining,894.0,no known savings,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,89.4,36-45,<=12,0,22.35
1,no checking,15,critical/other existing credit,furniture/equipment,3343.0,<100,1<=X<4,4,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,222.86666666666667,26-35,13-24,0,119.39285714285714
2,<0,15,existing paid,new car,3959.0,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,263.93333333333334,26-35,13-24,0,136.51724137931035
1,no checking,9,existing paid,new car,3577.0,100<=X<500,1<=X<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,397.44444444444446,26-35,<=12,1,137.57692307692307
1,no checking,24,critical/other existing credit,used car,5804.0,>=1000,1<=X<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,241.83333333333334,26-35,13-24,0,214.96296296296296
2,no checking,18,delayed previously,business,2169.0,<100,1<=X<4,4,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,120.5,26-35,13-24,0,77.46428571428571
2,<0,24,existing paid,radio/tv,2439.0,<100,<1,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,101.625,26-35,13-24,0,69.68571428571428
1,no checking,27,critical/other existing credit,furniture/equipment,4526.0,>=1000,<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,167.62962962962962,26-35,25-36,0,141.4375
2,no checking,10,existing paid,furniture/equipment,2210.0,<100,1<=X<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,221.0,18-25,<=12,1,88.4
1,no checking,15,existing paid,furniture/equipment,2221.0,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,148.06666666666666,18-25,13-24,1,111.05
1,<0,18,existing paid,radio/tv,2389.0,<100,<1,4,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,132.72222222222223,26-35,13-24,0,88.48148148148148
1,no checking,12,critical/other existing credit,furniture/equipment,3331.0,<100,>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,277.5833333333333,36-45,<=12,0,79.30952380952381
1,no checking,36,existing paid,business,7409.0,no known savings,>=7,3,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,205.80555555555554,36-45,25-36,0,200.24324324324326
1,<0,12,existing paid,furniture/equipment,652.0,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,54.333333333333336,18-25,<=12,1,27.166666666666668
1,no checking,36,delayed previously,furniture/equipment,7678.0,500<=X<1000,4<=X<7,2,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,213.27777777777777,36-45,25-36,0,191.95
1,>=200,6,critical/other existing credit,new car,1343.0,<100,>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,223.83333333333334,46-60,<=12,0,29.195652173913043
1,<0,24,critical/other existing credit,business,1382.0,100<=X<500,4<=X<7,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,57.583333333333336,26-35,13-24,0,53.15384615384615
1,no checking,15,existing paid,domestic appliance,874.0,no known savings,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,58.266666666666666,18-25,13-24,0,36.416666666666664
1,<0,12,existing paid,furniture/equipment,3590.0,<100,1<=X<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,299.1666666666667,26-35,<=12,0,123.79310344827586
1,0<=X<200,11,critical/other existing credit,new car,1322.0,>=1000,1<=X<4,4,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,120.18181818181819,36-45,<=12,0,33.05
1,<0,18,all paid,radio/tv,1940.0,<100,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,107.77777777777777,36-45,13-24,0,53.888888888888886
1,no checking,36,existing paid,radio/tv,3595.0,<100,>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,99.86111111111111,26-35,25-36,0,128.39285714285714
2,<0,9,existing paid,new car,1422.0,<100,<1,3,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,158.0,26-35,<=12,0,52.666666666666664
1,no checking,30,critical/other existing credit,radio/tv,6742.0,no known savings,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,224.73333333333332,36-45,25-36,0,187.27777777777777
1,no checking,24,existing paid,used car,7814.0,<100,4<=X<7,3,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,325.5833333333333,36-45,13-24,0,205.6315789473684
1,no checking,24,existing paid,used car,9277.0,no known savings,1<=X<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,386.5416666666667,46-60,13-24,0,193.27083333333334
1,0<=X<200,30,critical/other existing credit,new car,2181.0,no known savings,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,72.7,36-45,25-36,0,60.583333333333336
1,no checking,18,critical/other existing credit,radio/tv,1098.0,<100,unemployed,4,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,61.0,60+,13-24,0,16.892307692307693
2,0<=X<200,24,existing paid,furniture/equipment,4057.0,<100,4<=X<7,3,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,169.04166666666666,36-45,13-24,0,94.34883720930233
2,<0,12,existing paid,education,795.0,<100,<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,66.25,46-60,<=12,0,15.0
1,0<=X<200,24,critical/other existing credit,business,2825.0,no known savings,4<=X<7,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes,117.70833333333333,26-35,13-24,0,83.08823529411765
2,0<=X<200,48,existing paid,business,15672.0,<100,1<=X<4,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,326.5,18-25,37-60,0,681.3913043478261
1,no checking,36,critical/other existing credit,new car,6614.0,<100,>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,183.72222222222223,26-35,25-36,0,194.52941176470588
1,no checking,28,all paid,used car,7824.0,no known savings,<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,279.42857142857144,36-45,25-36,1,195.6
1,<0,27,critical/other existing credit,business,2442.0,<100,>=7,4,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,90.44444444444444,36-45,25-36,0,56.7906976744186
1,no checking,15,critical/other existing credit,radio/tv,1829.0,<100,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,121.93333333333334,46-60,13-24,0,39.76086956521739
1,<0,12,critical/other existing credit,new car,2171.0,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,180.91666666666666,36-45,<=12,0,57.13157894736842
1,0<=X<200,36,critical/other existing credit,used car,5800.0,<100,1<=X<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,161.11111111111111,26-35,25-36,0,170.58823529411765
1,no checking,18,critical/other existing credit,radio/tv,1169.0,no known savings,1<=X<4,4,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,64.94444444444444,26-35,13-24,0,40.310344827586206
1,no checking,36,delayed previously,used car,8947.0,no known savings,4<=X<7,3,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,248.52777777777777,26-35,25-36,0,288.61290322580646
1,<0,21,existing paid,radio/tv,2606.0,<100,<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,124.0952380952381,26-35,13-24,1,93.07142857142857
1,no checking,12,critical/other existing credit,furniture/equipment,1592.0,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,132.66666666666666,26-35,<=12,0,45.48571428571429
